ID,Income,age,gender,account_type,credit_amount_apr,credit_count_apr,debit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,cc_cons
8093,MEDIUM,33,2,1,43833.05,6,42.0,33441.4,45505.0,233967.0,3,44,32122.83,19825.0,2,113,17870.0
4613,MEDIUM,42,2,1,69613.0,26,42.0,29361.0,27734.17,44850.0,7,50,42119.05,96532.0,40,104,299488.0
2264,MEDIUM,67,2,1,9082.0,13,11.0,31174.0,171947.75,33840.61,2,59,5774.32,40064.63,8,12,13820.0
3785,LOW,35,1,1,33511.5,30,4.0,48505.0,3698.43,45496.0,43,23,111008.4,107922.0,4,100,6336.0
10954,HIGH,37,2,1,34606.0,2,70.0,21687.0,10728.5,22689.0,1,4,45167.63,71477.0,40,11,7486.0
18376,MEDIUM,33,2,2,77205.0,36,10.0,2821.0,31644.4,14700.0,11,20,35410.44,91955.5,41,80,20349.0
467,MEDIUM,33,2,1,34987.0,3,16.0,20155.0,14097.63,15172.57,5,63,38389.71,38862.0,47,35,19089.0
10108,LOW,61,2,1,8141.0,43,5.0,217598.0,1210025.36,256270.37,2,75,136179.26,156473.0,21,27,8475.0
14991,MEDIUM,29,2,1,6269.0,30,91.0,77509.0,301121.78,15695.76,1,81,93832.6,7648.0,9,73,1961.0
3446,LOW,53,2,1,40294.0,36,32.0,59465.0,8756.75,106985.92,43,8,13763.0,75046.0,7,104,7069.0
6285,LOW,28,2,1,323.06,2,16.0,119741.0,317.32,11516.0,43,82,185048.75,43929.1,117,25,12225.0
15117,LOW,35,2,1,32956.0,1,4.0,39355.0,29833.77,46525.65,2,20,10066.0,76417.83,2,18,17158.0
14930,MEDIUM,30,2,1,27763.0,15,4.0,44500.0,29361.3,32316.0,1,14,203746.25,21941.25,40,76,20160.0
16606,LOW,28,2,1,40575.0,6,3.0,58767.0,30954.22,43089.0,1,171,75421.23,47292.75,5,10,12832.0
4926,MEDIUM,35,2,1,75424.0,1,89.0,33909.0,4722.0,114987.0,11,70,50087.5,35621.75,94,9,167231.0
14389,HIGH,38,2,1,30864.98,4,42.0,18027.0,98746.0,10019.0,7,20,8681.97,121116.0,2,12,12478.0
3153,MEDIUM,28,2,1,4120.0,2,10.0,370.0,21678.48,13439.5,5,63,18677.71,660.0,3,13,12049.0
7334,MEDIUM,37,2,1,103171.5,1,12.0,16455.0,266682.76,184382.0,2,81,36191.0,5626.0,40,7,12652.0
10535,MEDIUM,63,2,1,75297.0,2,42.0,20050.0,39730.0,74205.0,3,21,155252.58,10353.0,3,24,11231.0
852,MEDIUM,53,2,1,71211.0,1,52.0,32089.0,41607.73,135164.0,50,171,293132.53,48633.0,39,58,19478.0
19758,MEDIUM,35,2,1,43625.0,35,42.0,61876.0,53448.79,24175.0,3,46,97828.13,140939.0,14,65,10433.0
15094,MEDIUM,35,2,1,51838.26,5,89.0,15534.0,41960.91,95536.0,6,78,28575.22,105788.29,94,1,6939.0
17147,MEDIUM,32,2,2,226540.0,1,69.0,140121.0,42875.94,85266.0,2,2,86730.1,6160.0,16,107,14145.0
5085,HIGH,56,2,2,11087.0,13,35.0,163167.0,16936.16,101499.5,1,12,155449.06,130260.0,7,79,3696.0
13600,LOW,66,2,1,13534.0,33,32.0,30608.0,9266.5,52784.0,45,50,13688.0,27646.0,47,11,11438.0
18999,MEDIUM,118,2,1,22790.55,4,11.0,59078.0,32696.43,6169.0,2,4,81681.88,138556.0,10,79,4540.0
9685,MEDIUM,55,2,1,39748.0,0,20.0,14096.0,49237.43,33134.0,43,59,26806.0,69553.09,6,83,38460.0
8962,MEDIUM,47,2,1,80333.0,36,42.0,49934.0,33797.43,90276.0,45,20,117295.53,1035.0,3,49,6549.0
10097,MEDIUM,50,2,1,29186.0,31,37.0,36180.0,36164.31,5617.0,6,4,136986.63,106957.0,10,83,2085.0
12777,LOW,38,1,1,53262.0,35,52.0,34.86,111647.68,301116.04,43,63,41858.5,80645.76,11,79,13043.0
12438,HIGH,29,2,1,235.77,1,90.0,17155.0,47484.14,43760.08,0,11,122017.59,27199.0,8,18,6606.0
9847,LOW,64,2,1,38855.0,36,12.0,23876.0,68374.1,24480.0,11,29,36232.47,48241.0,8,14,793.0
7269,MEDIUM,32,2,2,44957.0,7,72.0,61876.0,177347.39,38661.0,35,171,45439.13,54445.0,12,18,17205.0
11771,MEDIUM,25,2,1,52045.7,19,7.0,109000.0,10644.25,3186.0,2,13,17486.75,36208.55,4,15,3573.0
13879,LOW,53,2,2,288613.41,36,79.0,34052.0,50467.39,30027.5,16,4,92851.02,150372.0,2,83,6873.0
9743,MEDIUM,30,2,1,37312.0,4,4.0,34200.0,108895.12,5355.95,2,35,29069.94,60923.0,14,58,3976.0
17589,MEDIUM,31,2,1,38643.0,17,18.0,18508.0,16540.55,20097.0,9,108,25158.68,8085.0,2,11,317297.0
17161,LOW,53,2,1,28736.0,1,8.0,19255.0,118952.15,30266.0,4,20,163154.75,75928.72,9,37,92957.0
6552,LOW,47,2,1,17385.0,2,16.0,96905.0,46141.27,41398.5,2,59,40347.0,930.0,40,100,18049.0
17350,MEDIUM,37,1,2,13170.0,7,7.0,40722.0,31471.01,18354.0,7,17,258647.5,257.25,3,79,215984.0
19073,MEDIUM,47,2,1,38107.0,19,7.0,59990.0,50066.64,144303.0,4,8,22184.42,46393.0,5,6,133104.0
623,HIGH,35,2,1,20960.0,26,4.0,21100.0,39216.46,67578.0,1,20,40627.38,204034.0,5,73,92347.0
15409,MEDIUM,28,2,1,100488.0,0,40.0,75076.84,40870.0,260240.0,5,82,15698.95,163197.0,40,58,1740.0
9790,MEDIUM,33,2,1,210711.77,13,3.0,5608.4,13035.75,34726.34,70,82,61403.51,278931.0,40,1,130442.0
9958,MEDIUM,29,1,2,47863.02,6,46.0,28940.0,20368.84,15384.0,3,12,155636.92,72389.0,11,96,18649.0
212,LOW,60,2,1,95371.0,1,90.0,27152.0,10324.0,53008.38,24,25,60208.0,58932.0,16,38,17878.0
7988,HIGH,49,2,2,23010.0,7,29.0,24668.0,29526.0,279233.51,7,82,45345.98,56790.0,14,39,12090.0
643,LOW,46,2,1,169890.46,5,16.0,46184.0,206434.88,52178.0,1,24,26253.0,34054.0,8,7,8481.0
6899,MEDIUM,29,2,1,38920.0,7,29.0,54761.13,27887.0,86255.0,5,67,32125.06,144132.0,7,63,344935.0
1715,MEDIUM,64,2,1,27144.0,36,1.0,21100.0,91464.01,64208.0,4,14,16755.01,96055.75,4,13,17130.0
4498,HIGH,37,1,1,41500.0,4,42.0,148340.0,25149.54,10240.0,31,20,4617.0,37167.0,94,18,4731.0
9626,MEDIUM,63,2,1,66259.0,19,11.0,25275.0,141263.0,135492.0,70,11,167658.0,200774.0,40,18,3124.0
6146,MEDIUM,53,2,2,6258.9,3,11.0,27010.0,21230.5,22949.0,2,50,135966.72,68093.26,16,104,11621.0
12186,LOW,34,2,1,40546.87,1,2.0,59103.0,153372.75,77908.0,1,34,39998.13,65306.0,4,32,302951.0
19596,MEDIUM,51,2,1,31558.0,13,52.0,14270.0,44241.0,28173.0,2,5,674996.52,18992.75,8,63,2125.0
18177,MEDIUM,37,2,1,42859.99,1,18.0,199900.0,97556.36,247.0,11,63,22404.95,78959.0,49,58,2591.0
19131,MEDIUM,56,2,1,21161.88,3,22.0,93883.0,61406.27,34419.86,1,59,125800.68,26142.0,7,67,1465.0
5945,MEDIUM,42,2,1,1704.0,19,4.0,20417.0,40321.16,31092.17,3,13,50353.46,41913.0,47,80,345312.0
6129,MEDIUM,34,2,1,33262.0,3,46.0,46720.0,21404.04,36852.0,4,82,87774.65,54277.0,62,83,10117.0
16061,HIGH,37,2,1,31238.51,43,11.0,19454.0,94996.75,38384.36,6,23,8038.5,224443.0,47,12,2959.0
1084,HIGH,47,2,2,35470.0,19,103.0,60578.0,14555.71,23027.0,3,29,65217.53,54352.0,6,38,16955.0
14570,MEDIUM,63,2,1,65107.0,2,7.0,29175.0,90954.4,51257.0,2,6,8683.06,83483.0,3,18,3199.0
18578,LOW,49,2,1,195712.58,4,63.0,13410.0,7094.28,40154.0,4,11,58640.69,84127.0,6,18,8553.0
19969,MEDIUM,34,2,1,69044.19,3,69.0,31176.0,126817.09,150018.0,43,82,14131.5,71012.0,5,67,136123.0
11538,MEDIUM,30,2,1,105458.0,1,18.0,25650.0,14858.0,13799.0,5,14,23087.75,450.0,43,68,16835.0
1713,LOW,35,2,1,40374.0,29,35.0,13597.0,77541.85,12245.5,4,11,13379.9,53038.76,1,40,12126.0
8013,MEDIUM,66,2,1,56689.91,35,63.0,123652.0,13708.12,30382.41,20,13,31573.96,59806.0,21,106,11784.0
7118,MEDIUM,44,2,1,30903.02,3,39.0,55762.0,48796.0,54110.0,11,4,14541.54,44984.0,8,106,7674.0
16285,LOW,28,2,1,85814.0,1,42.0,46626.0,17079.25,294602.0,6,21,45934.0,227936.5,49,18,15634.0
1463,MEDIUM,64,2,1,10806.0,1,89.0,39705.0,51577.9,64929.0,2,20,86585.17,106608.73,2,65,19027.0
10574,MEDIUM,32,1,1,48003.0,3,3.0,18502.0,13657.0,111500.0,0,12,12243.85,108714.0,6,65,9580.0
982,MEDIUM,33,2,1,1036422.0,9,16.0,83972.0,8644.0,14654.0,2,25,7279.0,50158.0,3,113,15270.0
12500,MEDIUM,53,2,1,35796.0,7,11.0,26072.0,1008.82,78117.0,2,16,87596.79,89492.0,5,57,3043.0
15487,LOW,37,2,1,46985.0,31,11.0,58090.45,32202.8,89421.5,2,82,53869.4,31706.29,13,57,1224.0
6355,HIGH,28,1,1,5046.0,26,10.0,23193.0,60673.59,12893.0,23,7,49846.26,50337.0,5,36,11563.0
9503,LOW,27,2,1,36958.5,1,42.0,18229.9,23236.0,78153.0,6,171,244881.52,64111.0,12,11,17365.0
7886,MEDIUM,44,2,1,113.0,7,18.0,22929.0,19782.57,595672.0,9,108,69162.77,81541.29,3,80,18666.0
2439,MEDIUM,40,2,1,112561.0,9,52.0,33159.0,119411.26,62987.0,47,12,43704.51,73086.0,6,9,10377.0
4136,LOW,60,2,1,61585.0,1,42.0,22744.0,187661.8,43929.0,23,63,126814.06,24249.0,6,58,16085.0
13579,MEDIUM,44,2,1,6096.0,36,38.0,34623.0,862819.88,125990.0,4,171,72338.01,123841.13,8,96,4469.0
6061,MEDIUM,42,2,1,48020.0,3,43.0,24567.0,294673.03,636.5,30,20,41601.75,180948.0,13,49,6108.0
283,MEDIUM,219,1,1,39221.0,30,40.0,15183.0,136544.41,5955.0,2,82,60060.65,36104.0,6,58,105827.0
6920,HIGH,47,2,2,238012.0,9,46.0,33020.0,26053.54,78966.0,2,12,37496.69,5342.0,6,106,8827.0
8910,LOW,60,2,1,80223.5,1,103.0,89213.0,36660.5,87096.0,35,14,100649.0,29539.0,8,32,5699.0
12834,HIGH,53,2,2,1663.0,14,17.0,18360.0,90798.54,5344.35,4,23,23907.76,73777.0,117,3,216967.0
13184,MEDIUM,47,2,1,100488.0,2,18.0,131270.0,44741.41,88078.79,0,82,71587.64,102043.0,2,37,240486.0
1254,LOW,62,2,1,18219.38,7,11.0,20985.72,76986.25,126799.91,2,7,8590.54,82860.0,3,65,20429.0
14773,LOW,34,1,1,25278.0,3,4.0,14950.0,31153.0,50014.0,3,2,27206.13,23926.0,2,78,8538.0
19737,MEDIUM,39,2,1,55202.0,31,90.0,50835.0,125963.74,29784.87,5,20,170352.2,63974.33,22,36,5596.0
17108,HIGH,65,2,1,136511.5,19,46.0,27463.0,17468.36,198857.0,4,7,139035.12,91091.0,5,100,33444.0
12855,MEDIUM,53,2,2,27950.0,23,42.0,29420.0,14144.76,30292.0,1,9,180599.8,75930.0,9,1,4250.0
1443,MEDIUM,34,2,1,77650.0,4,11.0,24620.0,168322.0,126706.0,7,82,40419.32,30624.0,4,61,307872.0
4960,MEDIUM,60,2,1,115572.77,23,20.0,16968.0,46615.32,97700.0,2,6,11609.0,1323.0,3,24,673.0
19032,MEDIUM,37,2,1,45798.67,4,43.0,20050.0,17468.36,70831.0,43,82,17606.0,724511.63,4,11,322452.0
10963,MEDIUM,32,2,1,2515.0,36,52.0,48900.0,64212.05,91694.0,31,17,64572.43,133669.44,12,12,17472.0
23,MEDIUM,40,1,1,12076.0,2,42.0,78577.0,36121.28,79388.9,2,5,31423.5,55113.51,12,36,13975.0
4741,MEDIUM,25,2,1,59689.0,5,20.0,26589.0,21657.0,49073.0,5,20,30491.5,14633.25,43,79,4239.0
14171,MEDIUM,53,1,2,8834.0,0,43.0,11900.0,16398.04,82390.42,24,20,69653.64,396555.78,62,18,11901.0
289,LOW,62,2,1,43132.92,0,46.0,33163.0,118952.15,32551.0,6,44,50364.01,9166.0,8,75,2031.0
14672,MEDIUM,42,1,1,161124.0,17,84.0,83000.0,81857.25,50268.5,4,13,9799.01,31887.0,14,38,8584.0
17659,MEDIUM,44,2,2,55659.38,1,16.0,124884.0,538041.23,34875.5,19,20,114100.76,22835.0,12,58,8670.0
8997,MEDIUM,62,2,1,424673.0,11,46.0,63843.0,61830.02,211025.0,70,11,135215.9,28014.0,2,28,19680.0
5585,MEDIUM,38,2,1,68766.0,1,11.0,20074.0,11248.12,175193.0,3,8,34064.76,39378.0,16,65,30416.0
8547,MEDIUM,33,2,1,55405.0,7,43.0,20588.0,28992.44,18252.0,6,108,83332.01,6279.0,10,65,17990.0
19296,MEDIUM,37,2,1,89269.0,5,63.0,6128.0,19990.95,26832.0,35,12,39680.0,65015.0,6,120,13698.0
1520,MEDIUM,223,2,1,139102.73,3,42.0,90328.0,21899.31,98067.24,1,108,286047.0,65682.0,7,58,13804.0
7688,MEDIUM,40,2,1,50205.0,35,18.0,43187.0,23157.0,118445.0,23,5,19652.66,330300.5,9,10,47537.0
531,MEDIUM,66,2,1,172574.65,30,72.0,30652.09,35037.07,81230.0,7,50,51888.99,18091.75,7,36,329000.0
15611,LOW,61,2,1,9942.0,36,11.0,49801.0,34004.46,197749.0,2,82,128107.74,29164.0,14,11,7637.0
2687,HIGH,55,2,1,20198.0,26,18.0,25128.0,25208.29,44624.0,2,14,10053.75,238.0,49,80,295048.0
7052,MEDIUM,53,2,1,50391.96,1,6.0,29671.0,551364.68,28636.0,0,81,327397.37,49631.0,9,58,294844.0
19551,MEDIUM,60,2,1,65237.36,26,70.0,510.0,19068.72,194.0,1,104,22644.0,78671.0,4,11,18785.0
8996,MEDIUM,49,2,1,114539.0,1,16.0,82114.0,93049.38,18252.0,1,7,25906.55,51662.0,16,104,9307.0
14563,LOW,29,2,1,202440.69,6,32.0,15541.0,28130.0,86758.5,6,25,23152.1,217167.0,12,103,14995.0
9502,MEDIUM,58,2,1,14282.0,7,4.0,2400.0,59904.0,18134.0,7,6,31315.37,22453.5,3,72,7943.0
17300,MEDIUM,53,2,2,24678.0,36,18.0,23281.0,59420.35,57518.5,43,17,76616.63,382.0,38,2,1545.0
17540,LOW,33,2,1,53500.0,1,11.0,72874.0,6299.75,43627.0,5,18,93340.93,218253.0,3,124,20200.0
14079,MEDIUM,47,1,1,25910.5,35,67.0,34277.0,21060.5,40183.48,2,4,109209.72,175504.0,6,76,10300.0
10470,MEDIUM,47,2,2,37201.0,2,6.0,25049.0,525169.48,5457.0,1,18,67316.39,335.0,47,58,5618.0
9402,MEDIUM,64,2,2,17630.0,13,41.0,74400.0,163331.25,10076.0,1,70,17147.64,47610.78,49,38,88032.0
3281,LOW,35,2,1,87603.0,1,103.0,21312.0,28550.9,58318.0,2,25,116546.28,83898.03,8,58,17159.0
13668,MEDIUM,53,2,1,17132.0,4,3.0,29640.0,39708.12,34452.5,7,11,22977.62,45736.0,3,10,7054.0
6999,MEDIUM,34,2,1,148800.0,36,11.0,9402.0,21304.0,26470.48,7,16,72614.47,20526.0,12,57,4069.0
12483,MEDIUM,33,2,1,45754.0,0,55.0,33150.0,36121.28,45166.85,31,50,90950.53,68210.39,43,58,11809.0
3596,MEDIUM,37,2,1,20476.85,17,39.0,71467.0,73779.19,42958.0,70,18,3777.84,170175.0,3,21,9472.0
17901,HIGH,67,2,1,50538.0,0,52.0,21750.0,47179.94,39964.5,19,2,65624.92,110284.26,36,32,315298.0
15520,MEDIUM,34,1,2,70921.0,1,90.0,26081.0,126076.14,24148.81,5,8,72766.06,27549.0,6,113,2793.0
15042,MEDIUM,33,2,1,29052.0,15,55.0,68896.0,3623.0,30661.0,2,5,57123.17,323944.0,117,63,6753.0
12128,MEDIUM,35,2,1,22910.0,36,103.0,50611.0,46202.64,68039.0,4,20,108175.88,54109.0,3,113,16192.0
3817,LOW,30,2,1,29700.0,1,63.0,4833.0,53840.0,64128.86,4,8,96289.94,1534.0,62,73,9720.0
9794,LOW,33,2,1,125202.5,5,36.0,15880.37,3807.0,93518.0,2,82,62574.99,48680.0,5,38,8290.0
9508,LOW,66,2,1,23444.0,1,18.0,25181.0,15207.0,69594.0,4,28,125294.96,42002.0,8,1,1436.0
9286,LOW,37,2,2,39190.5,3,11.0,24686.0,20298.14,24587.66,70,29,51193.25,9740.0,10,50,16689.0
12567,MEDIUM,60,2,2,35144.5,2,5.0,18503.0,138802.38,131142.72,50,8,76650.23,9839.72,12,49,208.0
19575,MEDIUM,66,2,1,25151.0,5,79.0,19656.0,27160.17,34216.0,3,104,31597.63,8567.0,11,32,10362.0
13328,LOW,33,2,2,31813.3,1,5.0,56997.0,101301.77,27037.0,3,12,32828.25,50131.0,58,3,17738.0
13413,MEDIUM,47,2,1,77893.08,0,18.0,17175.0,25152.25,32887.0,41,8,27837.14,33860.5,58,80,15590.0
14222,LOW,64,2,2,42606.0,4,11.0,20955.0,45869.85,181599.0,5,13,93437.59,158782.15,21,18,138940.0
12580,MEDIUM,62,2,1,124816.0,3,42.0,40447.0,18631.0,14363.0,2,20,121549.0,5587.0,21,79,20365.0
19637,LOW,66,2,1,82400.29,7,29.0,23022.0,428325.89,40509.64,0,20,14599.0,75291.0,21,11,403830.0
17884,LOW,40,2,1,37226.0,4,5.0,21110.0,20859.0,77262.57,7,20,10325.19,433122.0,8,12,86946.0
8056,MEDIUM,47,2,1,56196.92,9,18.0,17897.0,28930.82,16555.0,0,25,62868.66,129978.0,2,14,126604.0
9003,MEDIUM,47,2,1,178095.0,4,20.0,78681.0,51972.88,196798.0,2,44,83045.5,47112.85,5,11,1454.0
10478,MEDIUM,66,2,1,18289.0,29,39.0,38414.0,60621.51,86649.0,4,63,92099.56,109406.8,21,18,331038.0
19601,HIGH,47,2,2,2168.0,5,12.0,27858.0,237284.0,15373.8,9,7,37106.97,32883.02,3,18,339664.0
15175,MEDIUM,63,2,1,30606.0,1,36.0,20890.0,57281.39,23037.0,0,42,47409.08,1158.0,7,83,11198.0
3418,MEDIUM,118,2,1,25522.0,0,42.0,18867.0,83793.75,62621.0,19,20,27975.88,39119.0,1,24,17858.0
13253,MEDIUM,53,2,1,85057.0,3,4.0,14721.0,29209.56,93752.0,6,8,107855.88,34177.69,5,57,3223.0
15684,MEDIUM,66,2,2,19424.0,1,69.0,22538.0,43380.45,3829.84,1,42,82337.18,132687.0,3,36,1918.0
12789,MEDIUM,66,2,2,24040.0,4,46.0,170000.0,29153.68,132804.5,2,7,115108.29,90788.0,9,50,1203.0
1557,LOW,29,2,1,23357.0,17,22.0,22929.0,22553.97,3210.67,6,171,22171.75,171940.0,22,21,16496.0
1297,LOW,30,2,1,22295.2,43,84.0,1090.0,31396.25,11834.0,1,49,62885.32,25992.5,2,18,83905.0
11979,MEDIUM,35,2,2,38709.0,4,72.0,23925.0,86844.8,49687.0,2,6,10325.19,58377.0,3,113,322339.0
16713,MEDIUM,38,2,1,48419.0,1,42.0,20776.0,65281.24,29763.0,31,81,43821.0,40428.0,11,24,6007.0
18846,LOW,66,2,1,55874.0,5,55.0,23519.0,137746.76,34629.0,3,81,553496.67,260940.28,16,104,12981.0
1876,HIGH,37,2,1,36923.0,5,16.0,49829.85,190292.5,95442.0,11,20,38742.99,91090.5,46,63,3432.0
14794,MEDIUM,51,1,2,308581.51,30,20.0,9515.0,150263.75,51687.0,50,14,44440.72,4359.0,19,8,16045.0
16316,MEDIUM,61,2,1,50192.0,26,46.0,16496.0,49700.22,38883.37,50,81,47091.5,101350.33,94,3,406723.0
13319,LOW,64,2,1,21144.0,14,11.0,55763.0,24969.48,137905.37,9,171,241083.15,216.0,6,80,379.0
10699,MEDIUM,44,2,1,437892.0,55,95.0,147257.0,14107.0,41243.0,11,12,78361.33,6847.0,2,21,10196.0
10271,LOW,37,1,2,132489.0,15,46.0,13918.0,50948.92,65262.62,5,20,126535.46,126343.0,13,49,299863.0
37,MEDIUM,29,2,1,50339.0,3,147.0,13597.0,113370.0,191734.0,0,20,33064.0,20393.0,8,7,8149.0
3974,LOW,53,2,1,48205.0,9,77.0,3936.0,183190.49,20090.0,5,171,2259.0,37041.34,4,7,20349.0
11927,LOW,47,2,2,41151.0,3,4.0,80309.0,213.52,26727.4,10,5,19731.72,46202.0,4,103,16118.0
16105,HIGH,35,2,1,107618.0,23,11.0,28481.0,94006.86,23904.5,1,7,46720.6,11216.0,4,39,17884.0
5472,LOW,34,2,1,51512.0,4,42.0,39458.0,76530.0,75027.0,1,5,26379.82,31748.51,1,104,6798.0
14792,MEDIUM,33,2,1,45832.0,1,38.0,17354.0,14767.87,20877.0,43,24,9749.64,20109.0,1,32,327399.0
10960,MEDIUM,28,1,1,32745.0,3,42.0,78750.0,39602.46,100918.0,3,20,80436.46,20068.02,6,58,20226.0
1047,LOW,42,1,2,599774.0,0,7.0,41662.0,37927.92,32774.0,50,23,4404.73,61440.0,2,6,12827.0
15858,LOW,53,2,1,113135.71,7,4.0,36990.0,23039.58,6199.1,50,108,30370.94,112287.58,2,3,1709.0
9553,LOW,46,2,2,31262.0,1,90.0,32927.0,84585.62,83241.0,31,14,59500.9,33306.0,12,3,8787.0
9438,LOW,30,1,1,437892.0,19,12.0,13128.0,15638.18,51752.0,9,6,82592.02,1755.71,3,75,11495.0
9851,MEDIUM,33,2,2,1573.0,2,79.0,116213.0,16356.0,6353.25,1,5,83554.47,3413.0,93,12,172751.0
16750,MEDIUM,33,2,1,11561.0,13,11.0,19759.0,15122.0,59201.66,2,6,22820.0,23687.0,3,10,311245.0
19786,MEDIUM,56,2,2,69317.0,1,4.0,17218.0,29006.64,8188.0,1,44,533.0,15705.0,4,72,755.0
13283,LOW,32,2,1,45357.0,36,90.0,17280.0,95226.39,2957.0,1,24,441.5,50103.0,1,83,119634.0
19187,MEDIUM,28,2,1,32350.0,1,87.0,101617.0,50294.48,79321.66,6,35,143097.52,51733.0,94,104,244147.0
16204,MEDIUM,53,2,2,18311.88,1,4.0,37123.0,120832.66,36315.0,0,78,10773.0,37177.75,117,10,1750.0
14528,MEDIUM,40,2,2,31848.0,0,11.0,30397.0,43692.92,30227.0,3,8,39703.52,14135.0,21,113,15054.0
8107,MEDIUM,66,2,1,37396.0,2,18.0,18807.0,40890.7,5062.0,43,20,126930.15,174138.0,8,12,6664.0
875,LOW,40,2,1,25267.0,1,63.0,39263.0,32900.4,135222.0,6,12,53304.87,33833.0,94,39,14962.0
9059,MEDIUM,32,2,1,200419.15,55,4.0,11339.0,1194.0,77908.0,2,4,27435.75,745.23,14,39,36705.0
12009,HIGH,66,2,2,32721.0,3,77.0,24888.0,52180.0,27982.0,1,12,30950.04,57980.96,4,103,14113.0
18990,MEDIUM,33,2,1,80288.0,2,4.0,99998.0,19068.0,148881.0,3,35,18805.63,46958.0,21,18,31633.0
6904,MEDIUM,32,2,2,35129.77,5,10.0,13643.0,263711.06,9709.0,31,46,92389.57,461.93,36,54,167481.0
15950,MEDIUM,44,1,1,9583.0,4,46.0,18834.0,46566.04,32128.36,6,4,103352.5,57980.96,40,11,4014.0
13764,MEDIUM,53,2,1,36923.0,0,42.0,27018.0,44059.04,44105.5,47,70,54985.47,75030.0,10,79,37388.0
17224,LOW,33,2,1,54934.0,33,91.0,16568.0,66566.39,69752.0,43,12,26179.28,149724.0,9,11,16718.0
4932,MEDIUM,46,2,1,12108.0,3,4.0,155000.0,12329.0,37221.86,1,20,46639.5,142541.0,5,103,3626.0
19310,HIGH,47,1,1,24558.0,2,52.0,28966.0,34331.22,15164.0,50,50,33641.0,153579.0,36,35,12133.0
4638,MEDIUM,37,2,1,91513.5,4,5.0,27514.0,40890.7,104491.0,20,82,43724.25,37007.5,21,12,12682.0
17448,MEDIUM,55,2,2,68223.0,3,147.0,42007.0,26807.39,10138.0,6,14,53869.4,110301.0,5,106,12518.0
15896,MEDIUM,47,2,1,98543.99,13,103.0,36067.46,32445.75,45556.0,2,7,77297.0,69074.06,21,101,11753.0
4100,MEDIUM,66,2,1,125559.0,7,40.0,97486.0,10742.48,166879.0,1,49,30314.22,33404.79,42,49,323031.0
14315,MEDIUM,42,2,2,19170.0,35,7.0,21100.0,81675.88,11518.76,1,4,62605.68,12063.0,36,113,9712.0
17387,HIGH,47,1,1,128891.0,35,103.0,14786.0,6500.0,13115.0,17,27,60674.42,51662.0,5,11,3588.0
11693,LOW,33,2,1,38550.44,0,22.0,22957.0,15379.15,106251.0,4,2,158398.0,24353.0,8,83,8468.0
5889,MEDIUM,32,2,1,41040.0,5,46.0,29863.0,319.08,31249.0,47,11,51442.35,113915.5,21,8,11610.0
18271,HIGH,40,2,2,70070.37,1,16.0,35786.0,88847.88,88636.0,2,13,48080.46,100988.0,49,113,17931.0
8922,MEDIUM,44,2,1,8933.41,2,46.0,45750.0,42658.32,67292.0,20,14,28513.93,35480.0,94,18,9199.0
9926,MEDIUM,37,2,1,6019.0,35,36.0,59990.0,23718.53,36881.0,50,171,15456.11,181399.05,2,42,18237.0
5586,MEDIUM,32,2,1,63946.43,31,16.0,147845.0,5063.0,30470.0,2,27,33423.75,64148.0,13,101,7619.0
596,MEDIUM,34,1,1,28735.0,7,70.0,34394.0,107998.27,40422.0,45,44,32125.06,49887.0,62,103,4748.0
19458,HIGH,34,2,1,14864.78,2,46.0,159891.04,147535.08,24826.98,1,24,44440.72,47398.5,38,75,301316.0
19101,HIGH,37,2,2,2411.23,5,11.0,115083.0,10728.5,209618.0,31,0,89797.27,40049.0,40,63,9382.0
1110,MEDIUM,42,2,1,36042.0,0,29.0,32462.0,28045.43,195055.2,5,14,31615.0,30958.98,12,1,6254.0
14139,MEDIUM,29,1,1,29186.0,1,16.0,41662.0,97187.19,138964.0,9,7,78395.91,13408.6,12,35,538.0
3046,MEDIUM,37,2,1,29453.0,36,32.0,185732.0,69555.0,88128.34,1,30,72840.71,38862.0,5,50,15743.0
3134,LOW,33,2,1,39803.0,4,41.0,23616.0,53625.0,55188.0,11,38,86730.1,113021.0,2,106,398748.0
7342,HIGH,47,2,1,172.91,13,4.0,61491.0,48967.1,23030.0,2,20,244112.97,26732.5,4,12,363.0
136,MEDIUM,38,2,1,315386.0,1,4.0,252502.0,67444.0,34562.0,9,21,12294.3,152159.3,12,106,4512.0
14514,LOW,42,2,1,122532.0,26,24.0,42315.0,90023.5,29452.0,9,4,33204.75,202069.0,5,65,2680.0
16519,MEDIUM,69,2,1,82076.37,3,4.0,66433.0,139296.78,9180.0,5,8,14000.75,59771.0,62,32,891.0
19400,LOW,69,2,1,56601.4,19,35.0,23519.0,35578.94,88866.86,9,78,29899.19,41758.0,93,75,4979.0
8587,MEDIUM,37,2,1,54425.0,1,12.0,21783.0,16814.4,24721.0,2,70,40679.56,67880.0,3,63,181699.0
18313,MEDIUM,35,1,1,2082.0,36,35.0,41662.0,56824.34,75117.0,43,17,32927.03,31856.0,43,83,313505.0
19158,MEDIUM,33,2,1,47421.0,1,46.0,120500.0,19528.0,16639.0,43,108,80977.04,127756.0,3,50,18930.0
